Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
492;21100903449;"Revista de la Academia Colombiana de Ciencias Exactas, Fisicas y Naturales";journal;"23824980, 03703908";0,193;Q4;11;86;257;2908;136;239;0,36;33,81;19,17;0;21;Colombia;Latin America;"Colombian Academy of Exact, Physical and Natural Sciences";"2016-2023";"Agricultural and Biological Sciences (miscellaneous) (Q3); History and Philosophy of Science (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Earth and Planetary Sciences (miscellaneous) (Q4); Energy (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Arts and Humanities; Biochemistry, Genetics and Molecular Biology; Chemistry; Earth and Planetary Sciences; Energy; Mathematics; Physics and Astronomy"
493;21101117312;"Journal of Refrigeration";journal;"02534339";0,192;Q4;7;77;372;2001;197;372;0,60;25,99;29,46;0;22;China;Asiatic Region;"Journal of Refrigeration Magazines Agency Co., Ltd.";"2019-2023";"Civil and Structural Engineering (Q4); Energy Engineering and Power Technology (Q4); Fluid Flow and Transfer Processes (Q4); Mechanical Engineering (Q4)";"Chemical Engineering; Energy; Engineering"
494;10300153374;"WSEAS Transactions on Environment and Development";journal;"17905079, 22243496";0,192;Q4;25;113;348;3711;311;346;0,92;32,84;49,13;0;75;Greece;Western Europe;"World Scientific and Engineering Academy and Society";"2007-2015, 2017-2023";"Geography, Planning and Development (Q3); Development (Q4); Ecological Modeling (Q4); Energy (miscellaneous) (Q4); Environmental Chemistry (Q4); Environmental Engineering (Q4); Environmental Science (miscellaneous) (Q4); Management, Monitoring, Policy and Law (Q4); Waste Management and Disposal (Q4)";"Energy; Environmental Science; Social Sciences"
495;21100199343;"Agricultural Engineering International: CIGR Journal";journal;"16821130";0,191;Q4;28;85;316;2849;236;310;0,54;33,52;15,38;0;25;Japan;Asiatic Region;"International Commission of Agricultural and Biosystems Engineering";"2011-2023";"Automotive Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Agronomy and Crop Science (Q4); Energy (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Energy; Engineering"
496;21100836591;"International Journal of Powertrains";journal;"17424275, 17424267";0,191;Q4;10;23;57;568;41;54;0,70;24,70;27,42;0;9;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2017-2023";"Automotive Engineering (Q3); Energy Engineering and Power Technology (Q4); Mechanical Engineering (Q4)";"Energy; Engineering"
497;21101152543;"Journal of Agricultural and Environmental Law";journal;"17886171";0,191;Q4;4;22;66;582;34;66;0,56;26,45;48,00;0;18;Hungary;Eastern Europe;"CEDR - Hungarian Association of Agricultural Law";"2019-2023";"Agricultural and Biological Sciences (miscellaneous) (Q3); Law (Q3); Renewable Energy, Sustainability and the Environment (Q4)";"Agricultural and Biological Sciences; Energy; Social Sciences"
498;12636;"Transactions of the Atomic Energy Society of Japan";journal;"13472879, 21862931";0,191;Q4;16;14;56;411;18;56;0,39;29,36;9,43;0;5;Japan;Asiatic Region;"Atomic Energy Society of Japan";"2002-2023";"Nuclear Energy and Engineering (Q4); Safety, Risk, Reliability and Quality (Q4)";"Energy; Engineering"
499;21100981107;"Applied Engineering Letters";journal;"24664847, 24664677";0,190;Q4;8;20;60;559;68;58;1,25;27,95;16,36;0;7;Serbia;Eastern Europe;"Serbian Academic Center";"2016-2023";"Energy (miscellaneous) (Q4); Engineering (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4)";"Energy; Engineering; Materials Science"
500;21100826324;"Atom Indonesia";journal;"23565322";0,188;Q4;12;29;85;822;61;84;0,64;28,34;23,40;0;9;Indonesia;Asiatic Region;"National Nuclear Energy Agency";"2010-2023";"Nuclear and High Energy Physics (Q4); Nuclear Energy and Engineering (Q4); Radiation (Q4); Radiology, Nuclear Medicine and Imaging (Q4); Waste Management and Disposal (Q4)";"Energy; Environmental Science; Medicine; Physics and Astronomy"
501;21101158603;"Bulletin of Canadian Energy Geoscience";journal;"28162188";0,187;Q4;2;16;5;723;5;4;1,00;45,19;58,82;0;5;Canada;Northern America;"Canadian Society of Petroleum Geology";"2022-2023";"Earth and Planetary Sciences (miscellaneous) (Q4); Energy Engineering and Power Technology (Q4); Geochemistry and Petrology (Q4); Geology (Q4)";"Earth and Planetary Sciences; Energy"
502;29706;"Harbin Gongcheng Daxue Xuebao/Journal of Harbin Engineering University";journal;"10067043";0,187;Q4;20;225;765;4974;442;765;0,50;22,11;30,17;0;27;China;Asiatic Region;"Editorial Board of Journal of Harbin Engineering";"2004-2023";"Aerospace Engineering (Q4); Chemical Engineering (miscellaneous) (Q4); Control and Systems Engineering (Q4); Mechanical Engineering (Q4); Nuclear Energy and Engineering (Q4)";"Chemical Engineering; Energy; Engineering"
503;21101167527;"Blasting";journal;"1001487X";0,184;Q4;3;118;93;2312;68;93;0,73;19,59;22,88;0;9;China;Asiatic Region;"BLASTING Magazine Editorial Office, Wuhan University of Technology";"2021-2023";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Energy Engineering and Power Technology (Q4)";"Chemical Engineering; Chemistry; Energy"
504;15791;"Chemistry and Technology of Fuels and Oils";journal;"00093092, 15738310";0,184;Q4;20;159;375;3318;220;374;0,57;20,87;34,68;0;13;United States;Northern America;"Springer Science and Business Media, LLC";"1965-2023";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Energy Engineering and Power Technology (Q4); Fuel Technology (Q4)";"Chemical Engineering; Chemistry; Energy"
505;29375;"Energy Engineering: Journal of the Association of Energy Engineers";journal;"15460118, 01998595";0,184;Q4;15;146;299;4377;208;298;0,70;29,98;32,65;0;88;United States;Northern America;"Tech Science Press";"1980-1985, 1987-2023";"Building and Construction (Q4); Energy Engineering and Power Technology (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Engineering"
506;26679;"International Journal of Global Energy Issues";journal;"17415128, 09547118";0,184;Q4;29;50;93;1170;93;92;1,14;23,40;40,20;0;26;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"1989-2023";"Energy Engineering and Power Technology (Q4); Nuclear Energy and Engineering (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy"
507;21100795900;"E3S Web of Conferences";conference and proceedings;"22671242";0,182;-;39;11838;23855;227563;13146;23516;0,53;19,22;40,97;3;4994;France;Western Europe;"EDP Sciences";"2013-2023";"Earth and Planetary Sciences (miscellaneous); Energy (miscellaneous); Environmental Science (miscellaneous)";"Earth and Planetary Sciences; Energy; Environmental Science"
508;21100855501;"GMSARN International Journal";journal;"19059094";0,182;Q4;6;48;123;1658;70;123;0,66;34,54;24,44;0;30;Thailand;Asiatic Region;"Greater Mekong Subregion Academic and Research Network, Asian Institute of Technology";"2017-2024";"Energy Engineering and Power Technology (Q4); Environmental Science (miscellaneous) (Q4); Management, Monitoring, Policy and Law (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Environmental Science"
509;19700186837;"Coke and Chemistry";journal;"1068364X, 19348398";0,181;Q4;16;87;268;1647;105;268;0,41;18,93;48,84;0;14;United States;Northern America;"Pleiades Publishing";"2009-2023";"Environmental Chemistry (Q4); Fuel Technology (Q4); Process Chemistry and Technology (Q4)";"Chemical Engineering; Energy; Environmental Science"
510;145059;"CTyF - Ciencia, Tecnologia y Futuro";journal;"23824581, 01225383";0,181;Q4;19;7;47;251;34;47;0,61;35,86;19,35;0;4;Colombia;Latin America;"Ecopetrol S.A.";"1996-2022";"Chemical Engineering (miscellaneous) (Q4); Energy (miscellaneous) (Q4); Engineering (miscellaneous) (Q4); Fuel Technology (Q4); Geology (Q4); Geophysics (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Chemical Engineering; Earth and Planetary Sciences; Energy; Engineering"
511;21101081714;"Nanomaterials and Energy";journal;"2045984X, 20459831";0,181;Q4;14;26;51;1055;47;51;0,48;40,58;24,64;0;12;United Kingdom;Western Europe;"ICE Publishing";"2012-2023";"Energy (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4)";"Energy; Materials Science"
512;21100248905;"Green Energy and Technology";book series;"18653537, 18653529";0,180;Q4;40;594;1355;21975;985;209;0,65;36,99;23,87;1;373;United States;Northern America;"Springer Science + Business Media";"2009-2023";"Industrial and Manufacturing Engineering (Q3); Energy Engineering and Power Technology (Q4); Management, Monitoring, Policy and Law (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Engineering; Environmental Science"
513;24771;"Membrane Technology";journal;"09582118";0,179;Q4;26;0;26;0;25;25;2,29;0,00;0,00;0;0;United Kingdom;Western Europe;"MA Healthcare Ltd";"1990-2021";"Industrial and Manufacturing Engineering (Q3); Chemistry (miscellaneous) (Q4); Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4); Environmental Science (miscellaneous) (Q4); Food Science (Q4); Materials Science (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Chemistry; Energy; Engineering; Environmental Science; Materials Science"
514;21101140401;"Sigma Journal of Engineering and Natural Sciences";journal;"13047205, 13047191";0,178;Q4;11;84;303;3255;207;303;0,63;38,75;34,85;0;24;Turkey;Middle East;"Yildiz Technical University";"2019-2023";"Computational Mechanics (Q4); Energy (miscellaneous) (Q4); Engineering (miscellaneous) (Q4); Mechanics of Materials (Q4)";"Energy; Engineering"
515;21101152622;"Transactions on Energy Systems and Engineering Applications";journal;"27450120";0,177;Q4;3;16;22;395;13;21;0,50;24,69;26,92;0;5;Colombia;Latin America;"Universidad Tecnologica de Bolivar";"2020-2023";"Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4); Energy (miscellaneous) (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Engineering"
516;21100201316;"Petroleum and Coal";journal;"13377027";0,175;Q4;18;99;316;2880;158;316;0,41;29,09;28,45;0;24;Slovakia;Eastern Europe;"Vyskumny ustav pre ropu a uhlovodikove plyny (VURUP)";"2011-2023";"Energy (miscellaneous) (Q4)";"Energy"
517;21101055860;"Science and Technologies: Oil and Oil Products Pipeline Transportation";journal;"25419595, 22212701";0,175;Q4;4;10;195;179;33;194;0,17;17,90;23,33;0;3;Russian Federation;Eastern Europe;"Pipeline Transport Institute, LLC";"2019-2023";"Civil and Structural Engineering (Q4); Ecology (Q4); Energy (miscellaneous) (Q4); Engineering (miscellaneous) (Q4); Mechanics of Materials (Q4); Metals and Alloys (Q4); Safety, Risk, Reliability and Quality (Q4)";"Energy; Engineering; Environmental Science; Materials Science"
518;21100894526;"Journal of Energy Markets";journal;"17563615, 17563607";0,174;Q4;10;7;44;272;24;44;0,50;38,86;15,79;0;4;United Kingdom;Western Europe;"Infopro digital";"2013-2023";"Economics and Econometrics (Q4); Energy (miscellaneous) (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Energy"
519;19700190300;"WSEAS Transactions on Power Systems";journal;"17905060, 2224350X";0,172;Q4;17;45;109;1176;58;109;0,52;26,13;22,22;0;24;Greece;Western Europe;"World Scientific and Engineering Academy and Society";"2010-2014, 2018-2023";"Cultural Studies (Q2); Anthropology (Q3); Sociology and Political Science (Q3); Urban Studies (Q3); Electrical and Electronic Engineering (Q4); Energy (miscellaneous) (Q4); Industrial and Manufacturing Engineering (Q4)";"Energy; Engineering; Social Sciences"
520;21101124069;"SSRG International Journal of Electrical and Electronics Engineering";journal;"23488379";0,168;Q4;6;217;159;6555;149;159;1,35;30,21;32,64;0;76;India;Asiatic Region;"Seventh Sense Research Group";"2019-2023";"Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4)";"Energy; Engineering"
521;21100274247;"International Journal of Sustainability Policy and Practice";journal;"23251166, 23251182";0,166;Q4;5;5;20;348;9;20;0,21;69,60;27,27;0;5;United States;Northern America;"Common Ground Research Networks";"2013-2023";"Sociology and Political Science (Q3); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Environmental Science; Social Sciences"
522;21100812121;"Serbian Journal of Electrical Engineering";journal;"14514869, 22177183";0,166;Q4;9;25;73;616;49;73;0,66;24,64;27,69;0;7;Serbia;Eastern Europe;"";"2016-2023";"Computer Networks and Communications (Q4); Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4); Hardware and Architecture (Q4); Mechanical Engineering (Q4)";"Computer Science; Energy; Engineering"
523;30028;"Hedongli Gongcheng/Nuclear Power Engineering";journal;"02580926";0,164;Q4;20;253;876;3478;259;876;0,31;13,75;32,46;0;14;China;Asiatic Region;"Yuan Zi Neng Chuban She";"1993-2023";"Nuclear Energy and Engineering (Q4)";"Energy"
524;89083;"China Petroleum Processing and Petrochemical Technology";journal;"10086234";0,161;Q4;15;32;177;1069;81;177;0,48;33,41;33,87;0;9;China;Asiatic Region;"Research Institute of Petroleum Processing, SINOPEC";"1999-2023";"Energy Engineering and Power Technology (Q4); Fuel Technology (Q4); Mechanical Engineering (Q4); Process Chemistry and Technology (Q4)";"Chemical Engineering; Energy; Engineering"
525;26993;"International Journal of Power and Energy Systems";journal;"10783466";0,161;Q4;19;15;46;321;28;46;0,58;21,40;23,91;0;6;Canada;Northern America;"Acta Press";"1996-2023";"Applied Mathematics (Q4); Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4)";"Energy; Engineering; Mathematics"
526;19700174650;"Rynek Energii";journal;"14255960";0,161;Q4;18;68;213;1353;58;213;0,31;19,90;18,62;0;49;Poland;Eastern Europe;"Kaprint";"2008-2023";"Energy (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4)";"Energy; Mathematics"
527;21100287593;"Materials China";journal;"16743962";0,160;Q4;16;55;322;2681;179;322;0,49;48,75;33,98;0;17;China;Asiatic Region;"Materials China";"2013-2023";"Materials Science (miscellaneous) (Q4); Nuclear Energy and Engineering (Q4); Safety, Risk, Reliability and Quality (Q4)";"Energy; Engineering; Materials Science"
528;21101134674;"International Journal of Automotive Science and Technology";journal;"25870963";0,159;Q4;3;41;51;1396;37;51;0,73;34,05;16,84;0;21;Turkey;Middle East;"Society of Automotive Engineers Turkey";"2022-2023";"Automotive Engineering (Q4); Energy Engineering and Power Technology (Q4); Fuel Technology (Q4); Transportation (Q4)";"Energy; Engineering; Social Sciences"
529;21100932721;"ASEAN Engineering Journal";journal;"25869159";0,158;Q4;7;80;170;2598;82;170;0,49;32,48;37,44;0;27;Thailand;Asiatic Region;"Penerbit UTM Press";"2017-2023";"Chemical Engineering (miscellaneous) (Q4); Computer Science Applications (Q4); Energy Engineering and Power Technology (Q4); Engineering (miscellaneous) (Q4); Environmental Engineering (Q4); Geotechnical Engineering and Engineering Geology (Q4)";"Chemical Engineering; Computer Science; Earth and Planetary Sciences; Energy; Engineering; Environmental Science"
530;16066;"Electrical Engineering in Japan (English translation of Denki Gakkai Ronbunshi)";journal;"04247760, 15206416";0,158;Q4;32;35;143;622;64;143;0,41;17,77;9,09;0;9;United States;Northern America;"John Wiley &amp; Sons Inc.";"1968-2023";"Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4)";"Energy; Engineering"
531;26677;"International Journal of Energy Technology and Policy";journal;"1741508X, 14728923";0,158;Q4;19;12;68;204;43;68;0,41;17,00;52,17;0;5;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2002-2022";"Energy Engineering and Power Technology (Q4); Fuel Technology (Q4); Geography, Planning and Development (Q4)";"Energy; Social Sciences"
532;28843;"Energetika";journal;"02357208";0,157;Q4;12;2;27;65;28;25;0,40;32,50;66,67;0;2;Lithuania;Eastern Europe;"Lithuanian Academy of Sciences Publishers";"1969, 1982, 1985, 1987, 2006-2011, 2013-2022";"Energy Engineering and Power Technology (Q4); Energy (miscellaneous) (Q4); Geotechnical Engineering and Engineering Geology (Q4)";"Earth and Planetary Sciences; Energy"
533;21101097252;"Journal of Critical Infrastructure Policy";journal;"26933101";0,156;Q4;3;23;41;394;16;33;0,46;17,13;27,27;0;12;United States;Northern America;"John Wiley and Sons Inc.";"2020-2023";"Energy (miscellaneous) (Q4); Safety Research (Q4)";"Energy; Social Sciences"
534;21100934789;"Fuentes el Reventon Energetico";journal;"21458502, 16576527";0,155;Q4;5;16;49;557;19;43;0,33;34,81;32,79;0;9;Colombia;Latin America;"Universidad Industrial de Santander";"2019-2023";"Energy (miscellaneous) (Q4); Physical and Theoretical Chemistry (Q4)";"Chemistry; Energy"
535;21100925890;"Paliva";journal;"18042058";0,152;Q4;3;21;60;536;14;60;0,32;25,52;13,89;0;12;Czech Republic;Eastern Europe;"University of Chemistry and Technology, Faculty of Environmental Technology";"2019-2023";"Energy Engineering and Power Technology (Q4); Environmental Engineering (Q4); Fuel Technology (Q4); Geotechnical Engineering and Engineering Geology (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Earth and Planetary Sciences; Energy; Environmental Science"
536;21100916460;"Renewable Energy and Power Quality Journal";journal;"2172038X";0,152;Q4;28;122;394;2114;160;393;0,40;17,33;23,74;0;91;Spain;Western Europe;"European Association for the Development of Renewable Energy, Environment and Power Quality (EA4EPQ)";"2003-2023";"Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Engineering"
537;21101151814;"Energy Environment Efficiency Resources Globalization";journal;"26687003, 24575011";0,151;Q4;2;35;111;556;9;111;0,10;15,89;30,11;0;16;Romania;Eastern Europe;"General Association of the Engineers in Romania (AGIR)";"2019-2023";"Energy (miscellaneous) (Q4); Fuel Technology (Q4); Nuclear Energy and Engineering (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy"
538;21101056430;"World Construction Symposium";conference and proceedings;"23620935";0,151;-;5;92;127;3423;70;125;0,55;37,21;50,63;0;62;Sri Lanka;Asiatic Region;"Ceylon Institute of Builders";"2019, 2021-2022";"Building and Construction; Management, Monitoring, Policy and Law; Renewable Energy, Sustainability and the Environment";"Energy; Engineering; Environmental Science"
539;21100781406;"Izvestiya Wysshikh Uchebnykh Zawedeniy, Yadernaya Energetika";journal;"02043327";0,150;Q4;8;50;167;757;25;167;0,12;15,14;24,24;0;6;Russian Federation;Eastern Europe;"Obninsk Institute for Nuclear Power Engineering, National Research Nuclear University 'MEPhI'";"2015-2023";"Nuclear Energy and Engineering (Q4)";"Energy"
540;19900193524;"Journal of Biotech Research";journal;"19443285";0,149;Q4;12;58;69;1699;29;69;0,24;29,29;39,53;0;29;United States;Northern America;"Bio Tech System";"2009-2013, 2015-2023";"Biotechnology (Q4); Genetics (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Biochemistry, Genetics and Molecular Biology; Energy"
541;19700201425;"Journal of Wind Engineering";journal;"1349340X, 13493507";0,145;Q4;6;1;16;70;5;16;0,22;70,00;0,00;0;0;Japan;Asiatic Region;"Japan Association for Wind Engineering";"1999-2022";"Renewable Energy, Sustainability and the Environment (Q4)";"Energy"
542;29991;"Fushe Yanjiu yu Fushe Gongyi Xuebao/Journal of Radiation Research and Radiation Processing";journal;"10003436";0,144;Q4;7;69;192;1863;57;192;0,30;27,00;37,50;0;14;China;Asiatic Region;"Science China Press";"1998, 2001-2006, 2019-2023";"Nuclear Energy and Engineering (Q4); Radiation (Q4); Radiology, Nuclear Medicine and Imaging (Q4)";"Energy; Medicine; Physics and Astronomy"
543;19900193223;"International Journal of Environmental, Cultural, Economic and Social Sustainability";book series;"18322077";0,143;Q4;7;0;7;0;1;6;0,00;0,00;0,00;0;0;United States;Northern America;"Common Ground Research Networks";"2011-2020, 2022";"Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4); Renewable Energy, Sustainability and the Environment (Q4); Sociology and Political Science (Q4)";"Energy; Environmental Science; Social Sciences"
544;21101156891;"International Journal of Advances in Applied Sciences";journal;"27222594, 22528814";0,142;Q4;6;46;119;1507;64;119;0,54;32,76;36,36;0;16;Indonesia;Asiatic Region;"Intelektual Pustaka Media Utama";"2019-2023";"Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4); Energy (miscellaneous) (Q4); Engineering (miscellaneous) (Q4)";"Computer Science; Energy; Engineering"
545;21101133423;"Journal of Fluid Flow, Heat and Mass Transfer";journal;"23686111";0,142;Q4;4;18;59;353;34;59;0,52;19,61;17,31;0;6;Canada;Northern America;"Avestia Publishing";"2019-2023";"Chemical Engineering (miscellaneous) (Q4); Fluid Flow and Transfer Processes (Q4); Fuel Technology (Q4)";"Chemical Engineering; Energy"
546;21101066963;"Proceedings of the European Wave and Tidal Energy Conference";conference and proceedings;"27066940, 27066932";0,142;-;5;0;235;0;59;234;0,25;0,00;0,00;0;0;United Kingdom;Western Europe;"";"2021";"Energy Engineering and Power Technology; Ocean Engineering; Renewable Energy, Sustainability and the Environment; Water Science and Technology";"Energy; Engineering; Environmental Science"
547;27112;"Nihon Enerugi Gakkaishi/Journal of the Japan Institute of Energy";journal;"09168753, 18826121";0,139;Q4;19;15;108;378;34;107;0,29;25,20;19,64;0;4;Japan;Asiatic Region;"Japan Institute of Energy";"1990-2010, 2013, 2015-2023";"Energy Engineering and Power Technology (Q4); Energy (miscellaneous) (Q4); Fuel Technology (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy"
548;77392;"Proceedings of the International Offshore and Polar Engineering Conference";conference and proceedings;"10986189";0,139;-;53;0;1608;0;285;1599;0,17;0,00;0,00;0;0;United States;Northern America;"International Society of Offshore and Polar Engineers";"1990, 1994-2022";"Energy Engineering and Power Technology; Mechanical Engineering; Ocean Engineering";"Energy; Engineering"
549;28756;"Geographische Rundschau";journal;"00167460";0,138;Q4;13;148;366;978;15;275;0,02;6,61;34,67;0;19;Germany;Western Europe;"Westermann Schulbuchverlag GmbH";"1975, 1977-2014, 2018-2023";"Atmospheric Science (Q4); Energy (miscellaneous) (Q4); Geography, Planning and Development (Q4); Water Science and Technology (Q4)";"Earth and Planetary Sciences; Energy; Environmental Science; Social Sciences"
550;5300152224;"Research Journal of Chemistry and Environment";journal;"09720626";0,137;Q4;22;211;866;7090;282;866;0,31;33,60;30,13;0;86;India;Asiatic Region;"International Congress of Chemistry and Environment";"2007-2023";"Agricultural and Biological Sciences (miscellaneous) (Q4); Biochemistry (Q4); Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Earth and Planetary Sciences (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Earth and Planetary Sciences; Energy; Environmental Science"
551;21101033241;"ESARDA Bulletin";journal;"03923029, 19775296";0,136;Q4;5;6;34;176;9;30;0,24;29,33;21,74;0;0;Italy;Western Europe;"Publications Office of the European Union";"2017-2023";"Applied Mathematics (Q4); Nuclear and High Energy Physics (Q4); Nuclear Energy and Engineering (Q4); Safety, Risk, Reliability and Quality (Q4)";"Energy; Engineering; Mathematics; Physics and Astronomy"
552;19456;"Shiyou Huagong Gaodeng Xuexiao Xuebao/Journal of Petrochemical Universities";journal;"1006396X";0,135;Q4;10;60;236;2023;58;236;0,31;33,72;40,24;0;22;China;Asiatic Region;"Fushun Petroleum Institute";"2001-2023";"Chemical Engineering (miscellaneous) (Q4); Energy Engineering and Power Technology (Q4); Fuel Technology (Q4)";"Chemical Engineering; Energy"
553;21100920050;"Water and Energy International";journal;"09744711, 09744207";0,135;Q4;7;98;337;1462;61;228;0,19;14,92;16,81;0;56;India;Asiatic Region;"Central Board of Irrigation and Power";"2010, 2013-2015, 2018-2023";"Renewable Energy, Sustainability and the Environment (Q4); Water Science and Technology (Q4)";"Energy; Environmental Science"
554;21101029450;"Ecological Chemistry and Engineering A";journal;"18986188, 26577798";0,134;Q4;3;0;21;0;8;21;0,00;0,00;0,00;0;0;Poland;Eastern Europe;"Society of Ecological Chemistry and Engineering";"2020";"Ecology (Q4); Environmental Chemistry (Q4); Environmental Engineering (Q4); Pollution (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Environmental Science"
555;21100937407;"Environmental Footprints and Eco-Design of Products and Processes";book series;"23457651, 2345766X";0,133;Q4;16;201;282;9293;326;1;1,18;46,23;0,00;0;159;Switzerland;Western Europe;"Springer International Publishing";"2015-2024";"Industrial and Manufacturing Engineering (Q4); Management, Monitoring, Policy and Law (Q4); Renewable Energy, Sustainability and the Environment (Q4); Waste Management and Disposal (Q4); Water Science and Technology (Q4)";"Energy; Engineering; Environmental Science"
556;21100842805;"Materials and Energy";book series;"23356596, 2335660X";0,133;Q4;4;0;89;0;6;1;0,07;0,00;0,00;0;0;Singapore;Asiatic Region;"World Scientific";"2018-2019, 2021-2022";"Biomaterials (Q4); Electronic, Optical and Magnetic Materials (Q4); Energy Engineering and Power Technology (Q4); Fuel Technology (Q4); Materials Chemistry (Q4); Materials Science (miscellaneous) (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Materials Science"
557;21100248904;"Power Systems";book series;"18604676, 16121287";0,133;Q4;21;142;479;4410;134;1;0,28;31,06;0,00;0;68;United States;Northern America;"Springer Science + Business Media";"2007-2023";"Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4)";"Energy; Engineering"
558;21100321695;"SpringerBriefs in Applied Sciences and Technology";book series;"21915318, 2191530X";0,133;Q4;25;480;1638;12187;410;1;0,22;25,39;0,00;0;124;United States;Northern America;"Springer Publishing Company";"2011-2024";"Biotechnology (Q4); Chemical Engineering (miscellaneous) (Q4); Energy Engineering and Power Technology (Q4); Engineering (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Energy; Engineering; Materials Science; Mathematics"
559;21101032300;"Advances in Science, Technology and Innovation";book series;"25228714, 25228722";0,132;Q4;16;947;2613;18842;1143;411;0,40;19,90;36,43;0;511;Switzerland;Western Europe;"Springer International Publishing";"2018-2023";"Architecture (Q3); Environmental Chemistry (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Engineering; Environmental Science"
560;21100904316;"Current Topics in Electrochemistry";journal;"09724443";0,132;Q4;4;0;36;0;16;36;0,29;0,00;0,00;0;0;India;Asiatic Region;"Research Trends";"2017-2022";"Catalysis (Q4); Electrochemistry (Q4); Energy (miscellaneous) (Q4)";"Chemical Engineering; Chemistry; Energy"
561;29413;"Energy Studies Review";journal;"08434379";0,131;Q4;6;0;12;0;6;12;0,20;0,00;0,00;0;0;Canada;Northern America;"McMaster University";"1991-1995, 2008, 2010-2016, 2020-2021";"Economics and Econometrics (Q4); Energy (miscellaneous) (Q4); Environmental Engineering (Q4)";"Economics, Econometrics and Finance; Energy; Environmental Science"
562;21100275419;"Rivista di Studi sulla Sostenibilita";journal;"22397221, 22391959";0,131;Q4;16;46;121;1745;57;116;0,43;37,93;65,41;0;31;Italy;Western Europe;"FrancoAngeli Edizioni";"2011-2023";"Development (Q4); Economics and Econometrics (Q4); Law (Q4); Management, Monitoring, Policy and Law (Q4); Renewable Energy, Sustainability and the Environment (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Energy; Environmental Science; Social Sciences"
